,T1.txt,T10.txt,T2.txt,T3.txt,T4.txt,T5.txt,T6.txt,T7.txt,T8.txt,T9.txt
underwood,0,0,0,0,0,0,0,0,2,2
undoubt,0,0,0,1,0,0,0,0,0,0
undoubtedli,0,0,0,0,0,0,0,2,0,0
undul,1,0,0,0,0,0,0,0,0,0
undulatori,0,0,0,1,0,0,0,0,0,0
unduli,0,0,0,0,0,0,0,1,0,0
unearth,0,0,1,0,0,0,0,0,0,0
unenforc,0,0,0,0,0,0,0,0,1,0
ungrat,0,0,0,0,0,0,0,0,0,1
unhatch,0,0,2,0,0,0,0,0,0,0
unicellular,0,0,0,1,0,0,0,0,0,0
unif,0,0,0,0,0,0,0,0,2,0
uniform,0,0,2,0,0,0,0,0,9,1
uniformli,0,0,0,1,0,0,0,0,0,0
unimagin,0,0,0,0,0,0,0,1,0,1
unimport,0,0,1,0,0,0,0,0,0,0
union,3,0,0,0,0,0,0,0,0,0
uniqu,0,0,0,1,0,0,0,1,0,0
unison,1,0,0,0,0,0,0,0,0,0
unit,2,1,0,10,0,1,1,0,11,1
uniti,0,0,1,1,0,0,0,0,1,0
univers,13,0,1,3,15,5,1,1,10,32
unknown,1,0,0,2,0,0,0,4,1,0
unless,1,0,1,1,2,0,0,0,5,0
unlik,0,0,1,1,0,0,0,0,0,0
unlink,0,0,0,0,0,0,0,0,1,0
unmistak,0,0,0,0,0,0,0,1,0,0
unnecessari,0,0,0,0,0,0,0,0,0,1
unpalat,0,2,0,0,0,0,0,0,0,0
unpay,0,0,1,0,0,0,0,0,0,0
unpreced,0,0,0,0,1,0,0,0,0,0
unpromis,0,0,1,0,0,0,0,0,0,0
unprov,0,0,1,0,0,0,0,0,0,0
unravel,0,0,0,0,0,0,0,0,0,1
unrel,0,0,1,0,0,0,0,0,0,0
unremit,1,0,0,0,0,0,0,0,0,0
unrest,0,0,1,0,0,0,0,0,0,0
unrestrict,0,0,0,1,0,0,0,0,0,0
unseen,0,1,0,0,0,0,0,0,0,0
unsolicit,0,0,0,0,0,0,0,0,1,0
unsolv,0,0,0,0,0,0,0,0,0,1
unsteadi,0,1,0,0,0,0,0,0,0,0
unsurpass,0,2,1,0,0,0,0,0,0,0
unten,0,0,1,0,0,0,0,0,0,0
untutor,0,1,0,0,0,0,0,0,0,0
unveil,1,0,0,0,0,0,0,0,0,0
unwari,1,0,0,0,0,0,0,0,0,0
upbuild,0,0,0,1,0,0,0,0,0,0
updat,0,0,0,0,0,0,0,0,1,0
upkeep,0,0,0,1,0,0,0,0,0,0
upon,5,1,5,11,0,0,0,0,3,2
upper,3,0,3,3,0,0,1,0,0,1
uppermost,0,0,0,0,0,0,0,1,0,1
upset,1,0,0,0,0,0,0,0,0,0
upward,1,0,1,0,0,0,0,1,0,2
uranium,11,0,0,2,0,0,0,0,0,0
uranu,0,0,0,0,1,0,1,0,0,3
urchin,0,1,0,1,0,0,0,0,0,0
us,29,1,7,6,9,7,4,12,5,18
use,13,8,15,7,5,0,0,2,21,7
useless,0,0,0,0,0,0,0,0,1,0
user,0,0,0,0,0,0,0,0,3,0
usual,1,1,3,2,0,0,1,1,1,0
ut,0,0,0,0,0,0,0,0,1,0
utan,0,0,0,0,0,0,0,0,0,3
utilis,5,0,3,1,0,0,0,0,2,0
utter,0,0,1,0,0,0,0,0,0,0
utterli,0,0,1,1,0,0,0,0,0,0
v,0,0,0,1,0,0,0,0,0,1
vacuol,0,0,0,2,0,0,0,0,0,0
vacuum,2,0,0,0,0,1,0,0,0,1
vagu,1,0,0,0,0,0,0,0,0,0
val,0,0,1,0,0,0,0,0,0,0
valid,0,0,1,0,0,0,0,0,0,0
valley,0,0,1,0,0,0,0,0,0,0
valu,0,0,1,0,0,0,0,0,1,0
valuabl,1,0,0,0,0,0,0,0,0,0
vanilla,0,0,0,0,0,0,0,0,2,0
vapor,0,0,0,0,0,0,0,0,0,1
vaporis,0,0,0,0,1,0,1,0,0,0
vapour,1,0,0,0,1,5,3,4,0,3
vapouri,0,0,0,0,0,1,0,0,0,0
varanu,0,0,0,0,0,0,0,0,0,1
vari,2,0,6,1,2,0,0,0,1,2
variabl,0,0,3,0,4,0,0,0,0,2
variat,0,0,6,0,0,0,0,2,1,0
varieti,0,0,1,1,1,1,0,0,1,0
variou,8,0,4,3,0,2,0,4,2,4
vascular,0,0,2,0,0,0,0,0,0,0
vase,2,0,0,0,0,0,0,0,0,0
vast,6,0,1,2,2,2,0,2,1,5
vaster,0,0,0,0,0,1,0,0,0,0
vastli,0,0,0,1,0,0,0,1,2,0
vega,0,0,0,0,1,0,0,0,0,0
veget,1,0,3,5,0,2,2,0,0,0
vegetarian,0,0,1,0,0,0,0,0,0,1
vehicl,0,0,2,1,0,0,0,0,1,0
veil,0,0,0,0,0,0,0,0,0,1
veloc,3,0,0,0,1,0,0,0,3,2
velveti,0,0,1,0,0,0,0,0,0,0
venatici,0,0,0,0,1,0,0,0,0,0
ventral,0,0,2,0,0,0,0,0,0,0
ventur,0,1,0,0,0,0,0,0,0,0
venu,0,0,0,2,1,0,6,0,0,4
verdict,0,0,0,1,0,0,0,0,0,0
verit,1,0,1,0,0,0,0,0,0,0
verrier,0,0,0,0,0,0,0,0,0,1
version,0,0,0,0,0,0,0,0,1,0
vertebr,0,1,5,0,0,0,0,0,0,0
vertic,1,0,0,0,0,0,0,0,0,0
vestig,0,0,3,0,0,0,0,0,0,0
vestigi,0,0,1,0,0,0,0,0,0,0
vi,0,0,0,1,0,0,0,0,0,1
vibrat,7,0,0,1,0,0,0,1,0,0
viciou,0,1,1,0,0,0,0,0,0,0
victori,0,0,0,1,0,0,0,0,0,0
victoria,0,0,0,0,1,1,0,0,0,1
view,7,1,3,1,1,0,0,2,3,14
vigor,2,1,2,1,0,0,0,0,0,0
vii,0,0,0,1,0,0,0,0,0,1
viii,0,0,0,1,0,0,0,0,0,1
violat,0,0,0,0,0,0,0,0,1,0
violenc,0,0,0,1,0,0,0,0,0,0
violent,8,0,0,2,0,1,0,1,1,0
violet,14,0,0,0,0,0,0,3,0,0
virtu,1,0,0,0,0,0,0,0,1,0
viru,0,0,0,0,0,0,0,0,1,0
viscer,0,0,1,0,0,0,0,0,0,0
viscid,0,0,0,0,0,0,0,0,0,1
visibl,9,0,0,0,3,4,2,3,1,4
vision,0,0,0,0,1,0,0,1,0,0
visit,0,0,0,1,0,1,0,0,2,0
visitor,0,0,5,0,0,0,0,0,0,1
vital,0,0,6,7,0,0,0,0,0,1
vividli,0,0,1,0,0,0,0,0,0,0
vivipar,0,0,5,0,0,0,0,0,0,0
vivo,0,0,0,1,0,0,0,0,0,0
vivum,0,0,0,1,0,0,0,0,0,0
vocal,0,0,1,1,0,0,0,0,0,0
vogu,1,0,0,0,0,0,0,0,0,0
voic,0,0,8,0,0,0,0,0,0,0
void,0,0,0,0,0,0,0,0,1,1
vol,0,0,0,0,0,0,0,0,2,2
volan,0,0,1,0,0,0,0,0,0,0
volcan,0,0,0,0,0,1,2,0,0,0
volcano,0,0,0,0,0,1,0,0,0,0
volplan,0,0,2,0,0,0,0,0,0,0
volt,1,0,0,0,0,0,0,0,0,0
volum,0,0,0,0,0,0,0,0,0,2
volumin,0,0,0,1,0,0,0,0,0,0
volunt,0,0,0,0,0,0,0,0,7,0
volvox,0,0,0,4,0,0,0,0,0,1
von,0,1,0,0,0,0,0,0,0,0
vortex,0,0,0,0,0,0,0,1,2,0
vortic,1,0,0,0,0,0,0,0,0,0
voyag,0,0,0,0,0,0,0,0,0,1
vulcanit,1,0,0,0,0,0,0,0,0,0
vulgari,0,0,0,0,0,0,0,0,0,1
w,0,1,1,0,0,0,1,0,0,13
wade,0,0,0,1,0,0,0,0,0,0
waggon,0,1,0,0,0,0,0,0,0,0
wait,0,1,0,1,0,0,0,0,0,0
wake,0,1,0,0,0,0,0,0,0,0
walk,0,1,1,0,0,0,0,0,1,3
wall,1,0,0,5,0,0,0,0,1,2
wallac,0,0,1,0,0,0,0,0,0,0
wallow,0,0,1,0,0,0,0,0,0,0
wander,0,3,1,0,0,0,0,0,0,1
wane,0,0,2,0,0,0,0,0,0,0
want,2,1,0,0,0,0,0,0,0,0
war,1,2,0,0,0,0,0,0,0,4
ward,0,0,1,5,0,0,0,0,0,10
wari,0,1,0,0,0,0,0,0,0,0
warm,0,1,2,0,0,0,0,0,1,0
warn,0,1,0,0,0,0,0,0,0,0
warrant,0,0,1,0,0,0,0,0,0,0
warranti,0,0,0,0,0,0,0,0,5,0
warti,0,0,0,0,0,0,0,0,0,1
washington,0,0,0,0,0,0,0,2,0,0
wasp,0,2,2,0,0,0,0,0,0,2
wast,2,0,0,3,0,0,0,0,2,0
watch,0,2,0,0,0,0,0,1,0,0
water,13,9,31,21,0,2,6,1,15,4
waterfal,2,0,0,0,0,0,0,0,0,0
wattl,0,0,0,1,0,0,0,0,0,0
wave,88,0,1,0,0,1,0,11,4,3
way,7,9,22,14,16,4,1,3,9,19
weak,0,1,0,0,0,0,0,0,0,0
weaker,0,0,1,0,0,0,0,0,0,0
weaponless,0,0,1,0,0,0,0,0,0,0
wear,0,0,0,1,0,0,0,0,0,0
wearisom,0,0,1,0,0,0,0,0,0,0
weather,0,1,5,2,0,0,0,0,1,0
weav,1,0,0,0,0,0,0,0,0,0
web,0,0,3,0,0,0,0,0,6,0
webb,0,0,0,0,1,0,0,0,0,0
wedg,1,0,0,0,0,0,0,0,0,0
weed,0,0,0,1,0,0,0,0,0,2
week,0,0,1,0,1,0,0,0,0,0
weekli,1,0,0,0,0,0,0,0,0,0
weigh,0,0,0,1,6,2,0,0,0,0
weight,9,0,0,1,0,0,0,0,0,0
weird,0,0,0,0,0,1,0,0,0,1
welfar,0,0,0,1,0,0,0,0,0,0
well,2,3,11,6,1,0,1,2,0,3
went,0,0,1,1,0,0,0,0,1,0
west,1,0,0,0,0,0,0,0,1,1
wet,0,0,0,1,0,0,0,0,0,0
whale,0,0,6,0,0,0,0,0,0,2
whalebon,0,0,1,0,0,0,0,0,0,0
whatev,3,0,1,2,1,1,0,0,2,0
whatsoev,0,0,0,0,0,0,0,0,1,1
wheat,0,0,0,0,0,0,0,0,0,1
wheel,11,0,0,1,0,0,0,0,0,0
whelk,0,0,2,0,0,0,0,0,0,0
whenc,1,0,0,0,1,1,0,0,1,0
whenev,0,1,0,0,0,0,0,0,1,0
wherea,1,0,0,2,1,1,0,0,1,0
wherebi,0,0,0,1,1,0,0,0,1,0
wherev,1,0,0,1,0,0,0,0,0,0
whether,2,3,0,0,2,1,2,2,0,3
whirl,2,0,0,3,0,0,1,1,0,0
whirligig,0,0,0,0,0,0,0,0,0,1
whirlpool,2,0,0,0,0,0,0,1,1,0
white,9,2,1,2,1,7,1,9,1,4
whole,7,3,5,8,3,3,3,0,4,3
wholli,0,1,0,0,0,0,0,0,0,0
whose,2,1,0,2,1,1,0,0,1,2
wide,0,1,2,0,0,1,1,0,1,1
widen,0,0,0,0,0,0,0,0,0,2
widespread,0,0,1,1,0,0,0,0,0,0
widest,0,0,0,0,0,0,0,0,2,0
width,0,0,0,0,1,0,0,0,0,0
wild,0,1,1,1,0,0,0,0,0,5
wilkinson,0,0,0,0,0,0,0,0,0,1
william,1,0,1,0,0,0,0,1,0,2
wilson,0,0,1,0,6,1,0,3,0,7
wind,0,0,2,0,0,0,1,0,1,2
wine,0,0,0,0,0,0,0,1,0,0
wing,0,0,15,0,0,0,0,0,0,1
winter,0,1,6,1,0,0,0,0,0,1
wire,14,0,0,0,1,0,0,0,0,0
wireless,1,0,0,0,0,0,0,0,0,0
wisdom,0,1,0,0,0,0,0,0,0,0
wise,0,0,0,0,0,0,0,0,0,1
wish,0,0,0,0,1,0,0,0,1,0
wisp,0,0,0,0,0,1,0,0,0,0
wit,0,2,0,0,0,0,0,0,1,2
withdraw,0,1,0,0,0,0,0,0,0,0
within,2,2,6,7,2,2,1,2,4,7
without,4,3,9,7,3,2,0,3,10,3
wolf,0,1,0,0,0,0,0,0,0,1
wonder,5,0,1,4,2,2,3,3,0,7
wood,4,3,0,0,0,0,0,0,0,0
woodpeck,0,1,0,0,0,0,0,0,0,1
woolli,0,0,2,0,0,0,0,0,0,1
word,4,0,6,7,0,1,0,2,2,1
work,5,1,8,8,5,1,0,2,82,6
world,11,0,6,15,8,1,3,0,5,9
worm,1,3,7,8,0,0,0,0,0,0
worn,0,0,0,0,0,1,0,0,0,0
wors,0,0,1,0,0,0,0,0,0,0
worst,0,2,0,0,0,0,0,0,0,0
worth,0,0,1,2,0,0,0,0,0,0
would,24,3,9,11,9,16,5,13,21,14
wound,0,0,0,0,0,0,0,0,0,1
wrack,0,0,1,0,0,0,0,0,0,0
wrap,0,0,2,0,0,0,0,0,0,0
wreckag,0,0,0,1,0,0,0,0,0,0
wrist,0,0,2,0,0,0,0,0,0,0
write,0,0,0,0,0,0,0,0,3,0
writer,0,0,0,0,1,0,0,0,0,0
written,2,0,0,0,0,0,0,0,3,1
wrongli,0,0,0,0,0,0,1,0,0,0
wrought,0,0,1,0,0,0,0,0,0,0
www,0,0,0,0,0,0,0,0,6,2
wyom,0,0,1,0,0,0,0,0,0,0
x,6,0,0,0,0,0,0,0,0,8
yacht,0,0,0,0,0,0,0,0,0,1
yard,0,0,1,0,0,0,0,0,0,0
yawn,0,1,0,0,0,0,0,0,0,1
year,11,1,14,8,7,5,3,9,4,12
yellow,1,0,1,0,0,2,0,2,0,2
yellowish,0,0,0,0,0,2,0,0,0,0
yerk,0,1,0,0,4,1,0,3,0,8
yet,3,1,3,3,4,2,2,1,2,6
yield,2,0,1,0,0,0,0,0,0,0
yolk,0,0,0,2,0,0,0,0,0,0
york,0,0,0,0,0,0,0,0,0,6
yorkshir,0,1,0,0,0,0,0,0,0,0
young,1,12,19,1,1,0,0,0,0,5
youngest,0,0,0,0,0,2,0,0,0,0
youth,0,0,2,0,0,0,0,0,0,0
yucca,0,0,6,5,0,0,0,0,0,1
z,0,0,1,0,0,0,0,0,0,4
zealand,0,1,0,0,0,0,0,0,0,0
zeppelin,0,0,0,0,0,0,1,0,0,0
zero,0,0,0,0,0,0,0,0,2,0
zeta,0,0,0,0,0,1,0,0,0,1
zinc,12,0,0,0,0,0,0,2,0,0
zip,0,0,0,0,0,0,0,0,1,0
zo,0,0,0,1,0,0,0,0,0,0
zone,0,0,2,0,0,0,0,0,0,0
zoolog,0,0,0,0,0,0,0,0,0,5
zoologist,0,0,2,0,0,0,0,0,0,0
zoophyt,0,0,0,3,0,0,0,0,0,1
